1.448533972042538226e+05 0.000000000000000000e+00 3.581790732484253123e+06 -3.436937335279999301e+06 0.000000000000000000e+00 0.000000000000000000e+00
-4.994727364484734833e+06 0.000000000000000000e+00 6.276623982384600677e+06 -1.127135134686933458e+07 0.000000000000000000e+00 0.000000000000000000e+00
3.437041473877865355e+06 0.000000000000000000e+00 1.530945199824875407e+07 -1.187241052437088639e+07 0.000000000000000000e+00 0.000000000000000000e+00
5.167117222718732432e+06 0.000000000000000000e+00 2.172184560724791884e+07 -1.655472838452918269e+07 0.000000000000000000e+00 0.000000000000000000e+00
-7.457634827784392983e+06 0.000000000000000000e+00 1.418893259073988348e+07 -2.164656741852427274e+07 0.000000000000000000e+00 0.000000000000000000e+00
-2.607099674952402711e+04 0.000000000000000000e+00 1.267172090219239146e+07 -1.269779189894191548e+07 0.000000000000000000e+00 0.000000000000000000e+00
3.860613783115905244e+04 0.000000000000000000e+00 1.585117058378414996e+07 -1.581256444595299102e+07 0.000000000000000000e+00 0.000000000000000000e+00
-1.321656381964458898e+07 0.000000000000000000e+00 7.429757084266965277e+06 -2.064632090391155332e+07 0.000000000000000000e+00 0.000000000000000000e+00
-1.067171452992358245e+07 0.000000000000000000e+00 2.753774944047180004e+06 -1.342548947397076339e+07 0.000000000000000000e+00 0.000000000000000000e+00
-1.535398934756682441e+07 0.000000000000000000e+00 3.464519136845830362e+06 -1.881850848441265523e+07 0.000000000000000000e+00 0.000000000000000000e+00
-2.216945006268873066e+07 0.000000000000000000e+00 -1.398237783528263681e+05 -2.202962628433590382e+07 0.000000000000000000e+00 0.000000000000000000e+00
-2.033714432435726747e+07 0.000000000000000000e+00 0.000000000000000000e+00 -2.033714432435726747e+07 0.000000000000000000e+00 0.000000000000000000e+00
-2.720569236458753049e+07 0.000000000000000000e+00 0.000000000000000000e+00 -2.720569236458753049e+07 0.000000000000000000e+00 0.000000000000000000e+00
-1.263739878949358873e+07 0.000000000000000000e+00 2.952315836851403583e+06 -1.558971462634499185e+07 0.000000000000000000e+00 0.000000000000000000e+00
-1.518953995614794269e+07 0.000000000000000000e+00 4.192097337724487297e+05 -1.560874968992039189e+07 0.000000000000000000e+00 0.000000000000000000e+00
-2.429271786604425311e+07 0.000000000000000000e+00 7.113951886691013351e+06 -3.140666975273527205e+07 0.000000000000000000e+00 0.000000000000000000e+00
-1.170193837728076428e+07 0.000000000000000000e+00 8.795233435849916190e+06 -2.049717181313067675e+07 0.000000000000000000e+00 0.000000000000000000e+00
-2.483943800900198519e+07 0.000000000000000000e+00 4.223057497735377401e+05 -2.526174375877552107e+07 0.000000000000000000e+00 0.000000000000000000e+00
-2.308662121639049053e+07 0.000000000000000000e+00 9.037350843205159763e+05 -2.399035630071100965e+07 0.000000000000000000e+00 0.000000000000000000e+00
-1.580874406314156018e+07 0.000000000000000000e+00 3.379898689715927467e+06 -1.918864275285748765e+07 0.000000000000000000e+00 0.000000000000000000e+00
-1.433414161440258287e+07 0.000000000000000000e+00 2.582735594011344947e+06 -1.691687720841392875e+07 0.000000000000000000e+00 0.000000000000000000e+00
-6.483148591549724340e+06 0.000000000000000000e+00 2.581943981940702070e+06 -9.065092573490425944e+06 0.000000000000000000e+00 0.000000000000000000e+00
-7.646093445436069742e+06 0.000000000000000000e+00 5.495586680702989921e+06 -1.314168012613905966e+07 0.000000000000000000e+00 0.000000000000000000e+00
-5.727946107877090573e+06 0.000000000000000000e+00 2.926663494344688952e+06 -8.654609602221779525e+06 0.000000000000000000e+00 0.000000000000000000e+00
