1.586550173344928594e-01 1.919894048452329971e-01 -1.108588708606590423e-01 9.523353700371899391e-03 1.490198641975464683e-05 3.853456110413463424e-03 2.908643078625410255e-03 6.121992941481942813e-02
2.404112211435813218e-02 1.631075901021545593e-01 -1.954059460778880264e-01 9.041070124582401696e-03 -6.028317684985858829e-05 9.439124395790273944e-03 2.976403935720750311e-03 3.494316281084813153e-02
5.053846181273189894e-03 1.353228482211992212e-01 -1.818216748606802380e-01 5.037291621826720488e-03 8.697477770976260814e-05 3.313169292356057255e-03 2.708743108306371251e-03 4.040445186489883406e-02
-6.831871462158083108e-02 8.820505773686562745e-02 -2.153531958283277370e-01 5.600901103754525948e-03 1.058132048141502163e-04 3.183632794354100768e-03 1.872052803842734264e-03 4.805963577984648238e-02
-9.723696536789981637e-02 1.010175198320822920e-01 -2.413532191889025957e-01 5.389196539804900175e-03 1.089661313787273740e-03 4.709751637671806719e-03 1.429922203559231891e-03 3.048045749524654416e-02
-8.898493743484940655e-03 9.071481745263053342e-02 -1.374446894024539956e-01 5.679338997800005735e-03 6.719942204764681138e-04 6.504490399677812472e-03 9.044197529036315320e-04 2.408570521855417021e-02
5.031415715194027805e-02 1.312814747292603001e-01 -1.046559268200160375e-01 2.921483624993544657e-03 9.159970220211045497e-04 2.335284384748405415e-03 6.797302037322290299e-04 1.687636432887974075e-02
-1.543967206056555061e-02 1.234092755965450483e-01 -1.607750822529430412e-01 4.449706544165427449e-03 4.268903745425537376e-04 7.059696685582999946e-03 2.260723192239764219e-04 9.763768672317549649e-03
-1.213843991499114899e-01 6.670476621222842795e-02 -1.903095667489051734e-01 4.220747480832794975e-03 -3.082714064903044598e-04 7.389008416915950408e-03 6.847196478847619814e-04 -9.762654862338992698e-03
-2.124220395820596852e-01 7.219573308726080774e-02 -2.935821966109008474e-01 3.161652004611019071e-03 -1.208243805770727389e-03 1.100264566944531138e-03 1.117927601855207712e-03 4.794830012850307549e-03
-1.742626919845952638e-01 9.896540408263383715e-02 -3.158686034327812808e-01 4.331087377844100583e-03 -8.067802001002572160e-04 5.468460249825501072e-03 1.858521231403454039e-03 3.182384403202989653e-02
-6.098218418358300474e-02 1.390690434987553459e-01 -2.533270856980136543e-01 7.658068419839956717e-03 -1.006800304950466242e-04 6.242483857535520951e-03 2.304359446973681339e-03 3.717162632182121479e-02
