6.983689148272925751e-02 1.039048080280231962e-01 1.095955565025436181e-03 -4.162599864779965853e-02 -8.957050026462760189e-03 0.000000000000000000e+00 8.118913385660277756e-04 1.460971537410823279e-02
6.228912904592544958e-02 1.088116423675195843e-01 -3.025625390791379177e-04 -3.637564289418847990e-02 -1.263758312197161941e-02 0.000000000000000000e+00 1.492954910716324949e-03 1.300743152814219650e-03
1.451522890575098479e-01 1.301332384370483541e-01 3.823373102027224587e-04 -3.346457521844942423e-03 -7.638379461084620833e-03 0.000000000000000000e+00 2.110681184687909599e-03 2.351035799899414344e-02
1.359357540846626022e-01 1.433997798463376994e-01 5.094313935129517927e-04 -1.690196042014657438e-02 -1.114431144822036063e-02 0.000000000000000000e+00 2.801767576002736539e-03 1.727341023544120072e-02
9.543878243003058037e-02 1.313220852861658738e-01 -6.554694848931004935e-04 -1.010120820180827883e-02 -3.573587504366619594e-02 0.000000000000000000e+00 1.504787931520855295e-03 9.104307019905093917e-03
1.396402893886374563e-01 1.992332030245164420e-01 6.206853435992701817e-04 -7.356294310490786061e-03 -6.866030813255316612e-02 0.000000000000000000e+00 2.422057269901048589e-03 1.336745228682779084e-02
9.907857548862621100e-02 1.888677767254604289e-01 9.122229872583414523e-04 -2.550477806267846190e-02 -8.341671196961082668e-02 0.000000000000000000e+00 3.304304492580934036e-03 1.495347931468687247e-02
9.586713695685929182e-02 2.059697671075058634e-01 1.722720273730238847e-03 -5.931451477219275292e-02 -6.606188141456137419e-02 0.000000000000000000e+00 1.411203628913718609e-03 1.211557491155267237e-02
8.955683992243766711e-02 2.171160383880006151e-01 7.301675518846343369e-04 -1.069625838955892971e-01 -3.191115024405593442e-02 0.000000000000000000e+00 2.124815889153763588e-03 8.456059303667965918e-03
2.031935749855318107e-01 2.242019681772359496e-01 1.918776707477234857e-03 -3.371344335525523067e-02 -2.128196918882923130e-02 0.000000000000000000e+00 3.822896912106809458e-03 2.824694684682750589e-02
1.793998785935789764e-01 1.846161572894172709e-01 6.816502624699076864e-05 -2.230342977544362212e-02 -1.138120493256019813e-02 0.000000000000000000e+00 2.852114575004819144e-03 2.554344731560640597e-02
1.241494839238018594e-01 1.734735903226196918e-01 1.110459789820823166e-03 -5.868931901907985249e-02 -1.290360718002514680e-02 0.000000000000000000e+00 1.687078578820121232e-03 1.947128143164623265e-02
