Total Atlantic Indian Pacific Arctic Southern
7.892010694463660880e-02 1.628173368364230211e-01 -1.482634923216072098e-01 8.957760692375079520e-03 -1.103333423996604931e-04 3.924071694846586848e-03 2.543611949233096081e-03 4.904997404426657964e-02
2.759029066116292991e-02 1.586028072836703495e-01 -1.918621993927361324e-01 1.023932292315913109e-02 -8.461880313667380609e-05 3.684176191251649444e-03 2.741570725368532632e-03 4.426952060463561212e-02
-7.884086664110331877e-02 1.190391341521682966e-01 -2.486630804804411954e-01 6.870470109036648683e-03 6.309108460424034414e-05 4.271600150185803427e-03 2.317563665338062337e-03 3.725892119976959016e-02
-1.236545097122448145e-01 1.161085232606268169e-01 -3.004491944881516607e-01 5.788619156504088391e-03 2.197597388141392697e-04 3.146009498074343880e-03 2.064962747542998904e-03 4.946694236754597268e-02
-6.745308823063400627e-02 1.190570687911448322e-01 -2.500650019722840955e-01 6.907244741868230793e-03 1.065523513827922996e-03 4.889526675632425816e-03 1.555416595072678420e-03 4.913489076493925134e-02
4.235426722784021471e-03 1.022216449569835206e-01 -1.365066016495881662e-01 4.600102895128431457e-03 5.764913395489567076e-04 6.276716334610066110e-03 1.129613602299660898e-03 2.592760213552599419e-02
7.746794886100828552e-03 1.202074521183515987e-01 -1.268215514391149989e-01 2.289453671934802391e-03 1.224157193618251663e-05 2.618442421795875909e-03 5.781294010668216066e-04 8.866720356710456122e-03
-4.542265388484621053e-02 1.103474927617877493e-01 -1.604796335342396907e-01 3.206731720611166649e-03 -2.208711228034077219e-03 4.587634288848947521e-03 3.154358738270156607e-04 -1.189497065406070180e-03
-1.053728915183376469e-01 9.117194301986139560e-02 -1.979861033369775536e-01 4.008700620597826191e-03 -1.030263337350084728e-03 6.203581936484206701e-03 9.152296855376697510e-04 -8.666071941996299557e-03
-1.783946482371150666e-01 8.315957036831762850e-02 -2.764837493048101225e-01 3.971689939952352533e-03 -5.761341173433425725e-04 2.595715341516821074e-03 1.286327037526502608e-03 7.652333785507056847e-03
-1.608454512098127509e-01 9.401660240202075469e-02 -2.966946020519262150e-01 5.245135945933562110e-03 -3.902363284220119392e-04 5.452757915137116176e-03 1.859686447174546025e-03 2.966818178015801985e-02
-3.105526244595875271e-02 1.226754991661514749e-01 -2.030154300762697372e-01 6.166737021668255124e-03 -6.947088450143271913e-05 5.244526884706128891e-03 1.763369951095903080e-03 3.617948750722167761e-02
