,tot,,atl,,ind,,pac,,arc,,sou,
,CAT1,CAT2,CAT1,CAT2,CAT1,CAT2,CAT1,CAT2,CAT1,CAT2,CAT1,CAT2
2010,1.63E-03,0.02900137,1.52E-03,0.00406495,2.17E-01,0.1508222,-2.17E-01,-0.12811066,7.92E-05,0.00060232,8.07E-04,0.00162328
2011,6.67E-02,6.75E-02,7.54E-04,3.52E-03,2.49E-01,1.68E-01,-1.83E-01,-1.05E-01,5.95E-05,2.41E-04,-4.91E-04,-9.06E-05
2012,1.06E-01,0.07879384,1.40E-03,0.00538067,2.63E-01,0.17751374,-1.59E-01,-0.10396802,1.58E-04,0.00083347,4.71E-04,-0.00096788
2013,8.00E-02,6.93E-02,1.25E-03,3.74E-03,2.53E-01,1.72E-01,-1.74E-01,-1.07E-01,1.18E-04,4.50E-04,2.64E-04,-5.69E-06
2014,6.42E-02,0.06106037,1.08E-03,0.00366836,2.27E-01,0.16522631,-1.65E-01,-0.10772625,9.97E-05,0.00087786,6.77E-04,-0.00098753
mean,6.36E-02,6.11E-02,1.20E-03,4.07E-03,2.42E-01,1.67E-01,-1.80E-01,-1.10E-01,1.03E-04,6.01E-04,3.46E-04,-8.57E-05
