,tot,,atl,,ind,,pac,,arc,,sou,
,CAT1,CAT2,CAT1,CAT2,CAT1,CAT2,CAT1,CAT2,CAT1,CAT2,CAT1,CAT2
2010,-0.05356753,-4.95E-02,0.02625262,0.08990574,-0.08311539,-0.14527151,0.00260552,0.00340814,-0.00017281,-6.93E-04,0.00086461,3.11E-03
2011,-0.05093769,-0.0404543,0.02901602,0.08767333,-0.08329948,-0.1332241,0.00222307,0.00276367,0.00011646,-3.52E-04,0.00100259,2.68E-03
2012,-4.19E-02,-3.05E-02,2.99E-02,8.70E-02,-7.54E-02,-1.24E-01,2.52E-03,3.05E-03,1.42E-06,7.00E-05,1.15E-03,3.87E-03
2013,-3.79E-02,-3.12E-02,3.10E-02,8.55E-02,-7.25E-02,-1.24E-01,2.52E-03,3.75E-03,-3.99E-05,5.30E-05,1.03E-03,3.81E-03
2014,-0.05045323,-0.03874344,0.02785853,0.08820295,-0.08151127,-0.13366841,0.00230351,0.00315854,0.00025546,-0.00030299,0.00063666,0.00386724
mean,-0.046946907,-0.038080739,0.028814312,0.087657228,-0.079166703,-0.132188838,0.002434217,0.003226497,3.21223E-05,-0.000244902,0.00093755,0.003469654
